year,country_id,country,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation
Jul 2011,MYS,Malaysia,7.20,2.97,2.42,1.77,-40.42
Jul 2012,MYS,Malaysia,7.40,3.17,2.33,1.71,-46.12
Jul 2013,MYS,Malaysia,7.3,3.18,2.30,1.60,-49.63
Jul 2014,MYS,Malaysia,7.63,3.17,2.41,1.59,-49.76
Jul 2015,MYS,Malaysia,7.65,3.81,2.01,1.60,-58.04
Jul 2016,MYS,Malaysia,8,4.03,1.99,1.6,-60.6
Jun 2005,MYS,Malaysia,5.25,3.80,1.38,1.72,-54.85
Jun 2007,MYS,Malaysia,5.50,3.43,1.60,1.61,-53.04
Jun 2008,MYS,Malaysia,5.50,3.24,1.70,1.54,-52.42
May 2004,MYS,Malaysia,5.04,3.80,1.33,1.74,-54.26
May 2006,MYS,Malaysia,5.50,3.63,1.52,1.77,-51.12
Apr 2000,MEX,Mexico,20.90,9.41,2.22,8.33,-11.51
Apr 2001,MEX,Mexico,21.90,9.29,2.36,8.62,-7.19
Apr 2002,MEX,Mexico,21.90,9.28,2.37,8.80,-5.22
Apr 2003,MEX,Mexico,23.00,10.53,2.14,8.49,-19.40
Jan 2006,MEX,Mexico,28.00,10.54,2.66,8.89,-15.69
Jan 2007,MEX,Mexico,29.00,10.89,2.66,9.01,-17.29
Jan 2010,MEX,Mexico,32.00,12.81,2.50,8.94,-30.24
Jan 2012,MEX,Mexico,37.00,13.68,2.70,8.82,-35.58
Jan 2013,MEX,Mexico,37.00,12.74,2.90,8.47,-33.49
Jan 2014,MEX,Mexico,37,13.33,2.78,8.00,-39.99
Jan 2015,MEX,Mexico,49,14.63,3.35,10.23,-30.07
Jan 2016,MEX,Mexico,49,17.44,2.81,9.9,-43.0
Jul 2009,MEX,Mexico,33.00,13.81,2.39,9.24,-33.07
Jul 2010,MEX,Mexico,32.00,12.78,2.50,8.57,-32.94
Jul 2011,MEX,Mexico,32.00,11.67,2.74,7.87,-32.55
Jul 2012,MEX,Mexico,37.00,13.69,2.70,8.55,-37.53
Jul 2013,MEX,Mexico,37,12.94,2.86,8.12,-37.25
Jul 2014,MEX,Mexico,42,12.93,3.25,8.76,-32.27
Jul 2015,MEX,Mexico,49,15.74,3.11,10.23,-35.01
Jul 2016,MEX,Mexico,44,18.54,2.37,8.7,-52.9
Jun 2005,MEX,Mexico,28.00,10.87,2.58,9.15,-15.80
Jun 2007,MEX,Mexico,29.00,10.77,2.69,8.50,-21.02
Jun 2008,MEX,Mexico,32.00,10.17,3.15,8.96,-11.85
May 2004,MEX,Mexico,24.00,11.60,2.08,8.28,-28.66
May 2006,MEX,Mexico,29.00,11.30,2.57,9.35,-17.24
Jan 2012,NLD,Netherlands,3.25,0.79,4.12,0.77,-1.77
Jan 2013,NLD,Netherlands,3.45,0.74,4.68,0.79,7.19
Jan 2014,NLD,Netherlands,3.45,0.74,4.68,0.75,1.20
Jan 2015,NLD,Netherlands,3.45,0.86,4.00,0.72,-16.55
Jan 2016,NLD,Netherlands,3,0.93,3.71,0.7,-24.8
Jul 2011,NLD,Netherlands,3.25,0.70,4.66,0.80,14.62
Jul 2012,NLD,Netherlands,3.38,0.82,4.10,0.78,-5.31
Jul 2013,NLD,Netherlands,3.45,0.78,4.44,0.76,-2.65
Jul 2014,NLD,Netherlands,3.45,0.74,4.64,0.72,-3.13
Jul 2015,NLD,Netherlands,3.45,0.91,3.78,0.72,-21.09
Jul 2016,NLD,Netherlands,3,0.91,3.80,0.7,-24.6
Apr 2000,NZL,New Zealand,3.40,2.01,1.69,1.35,-32.61
Apr 2001,NZL,New Zealand,3.60,2.47,1.46,1.42,-42.62
Apr 2002,NZL,New Zealand,3.60,2.24,1.77,1.45,-35.46
Apr 2003,NZL,New Zealand,3.95,1.78,2.15,1.46,-18.11
Jan 2006,NZL,New Zealand,4.45,1.45,3.08,1.41,-2.35
Jan 2007,NZL,New Zealand,4.60,1.43,3.22,1.43,0.04
Jan 2010,NZL,New Zealand,4.90,1.36,3.61,1.37,0.87
Jan 2012,NZL,New Zealand,5.10,1.26,4.05,1.22,-3.56
Jan 2013,NZL,New Zealand,5.20,1.20,4.32,1.19,-0.98
Jan 2014,NZL,New Zealand,5.5,1.20,4.57,1.19,-1.13
Jan 2015,NZL,New Zealand,5.9,1.31,4.49,1.23,-6.21
Jan 2016,NZL,New Zealand,6,1.51,3.91,1.2,-20.6
Jul 2009,NZL,New Zealand,4.90,1.59,3.08,1.37,-13.80
Jul 2010,NZL,New Zealand,5.00,1.39,3.59,1.34,-3.84
Jul 2011,NZL,New Zealand,5.10,1.16,4.41,1.25,8.52
Jul 2012,NZL,New Zealand,5.10,1.27,4.00,1.18,-7.46
Jul 2013,NZL,New Zealand,5.5,1.28,4.30,1.21,-5.65
Jul 2014,NZL,New Zealand,5.7,1.15,4.94,1.19,3.12
Jul 2015,NZL,New Zealand,5.9,1.51,3.91,1.23,-18.38
Jul 2016,NZL,New Zealand,6,1.42,4.22,1.2,-16.2
Jun 2005,NZL,New Zealand,4.45,1.40,3.17,1.45,3.70
Jun 2007,NZL,New Zealand,4.60,1.28,3.59,1.35,5.41
Jun 2008,NZL,New Zealand,4.90,1.32,3.72,1.37,4.16
May 2004,NZL,New Zealand,4.35,1.64,2.65,1.50,-8.54
May 2006,NZL,New Zealand,4.45,1.62,2.75,1.44,-11.45
Apr 2002,NOR,Norway,35.00,8.56,4.09,14.06,64.21
Jan 2007,NOR,Norway,41.50,6.10,6.80,12.89,111.20
Jan 2010,NOR,Norway,40.00,5.70,7.02,11.17,96.17
Jan 2012,NOR,Norway,41.00,6.04,6.79,9.77,61.73
Jan 2013,NOR,Norway,43.00,5.48,7.84,9.85,79.56
Jan 2014,NOR,Norway,48,6.16,7.80,10.38,68.58
Jan 2015,NOR,Norway,48,7.62,6.30,10.02,31.46
Jan 2016,NOR,Norway,47,8.97,5.21,9.5,5.8
Jul 2009,NOR,Norway,40.00,6.51,6.15,11.20,72.13
Jul 2010,NOR,Norway,45.00,6.25,7.20,12.05,92.97
Jul 2011,NOR,Norway,45.00,5.41,8.31,11.07,104.47
Jul 2012,NOR,Norway,43.00,6.09,7.06,9.94,63.11
Jul 2013,NOR,Norway,46,6.13,7.51,10.10,64.73
Jul 2014,NOR,Norway,48,6.19,7.76,10.01,61.79
Jul 2015,NOR,Norway,46,8.14,5.65,9.60,17.94
Jul 2016,NOR,Norway,47,8.49,5.51,9.3,9.3
Jun 2005,NOR,Norway,39.00,6.43,6.06,12.75,98.13
Jun 2007,NOR,Norway,40.00,5.81,6.88,11.73,101.76
Jun 2008,NOR,Norway,40.00,5.08,7.88,11.20,120.60
May 2004,NOR,Norway,35.50,6.85,5.18,12.24,78.73
May 2006,NOR,Norway,43.00,6.10,7.05,13.87,127.31
Jan 2007,PAK,Pakistan,140.00,60.06,2.33,43.48,-27.60
Jan 2010,PAK,Pakistan,200.00,82.60,2.42,56.02,-32.18
Jan 2012,PAK,Pakistan,260.00,90.05,2.89,61.95,-31.21
Jan 2013,PAK,Pakistan,290.00,97.67,2.97,66.40,-32.01
Jan 2014,PAK,Pakistan,320,105.42,3.04,69.20,-34.35
Jan 2015,PAK,Pakistan,300,100.74,2.98,62.63,-37.83
Jan 2016,PAK,Pakistan,300,104.89,2.86,60.9,-42.0
Jul 2009,PAK,Pakistan,190.00,82.60,2.30,53.22,-35.57
Jul 2010,PAK,Pakistan,210.00,85.53,2.46,56.25,-34.23
Jul 2011,PAK,Pakistan,205.13,86.35,2.38,50.46,-41.56
Jul 2012,PAK,Pakistan,285.00,94.61,3.01,65.86,-30.39
Jul 2013,PAK,Pakistan,300,100.04,3.00,65.84,-34.19
Jul 2014,PAK,Pakistan,300,98.68,3.04,62.57,-36.60
Jul 2015,PAK,Pakistan,350,101.70,3.44,73.07,-28.15
Jul 2016,PAK,Pakistan,375,104.82,3.58,74.4,-29.0
Jun 2005,PAK,Pakistan,130.00,59.62,2.18,42.48,-28.74
Jun 2007,PAK,Pakistan,140.00,60.37,2.32,41.06,-31.99
Jun 2008,PAK,Pakistan,140.00,70.90,1.97,39.22,-44.69
May 2004,PAK,Pakistan,110.00,57.76,1.90,37.93,-34.33
May 2006,PAK,Pakistan,130.00,60.06,2.16,41.94,-30.17
Apr 2002,PER,Peru,8.50,3.43,2.48,3.41,-0.48
Apr 2003,PER,Peru,7.90,3.46,2.28,2.92,-15.75
Jan 2006,PER,Peru,9.50,3.45,2.76,3.02,-12.48
Jan 2007,PER,Peru,9.50,3.19,2.98,2.95,-7.50
Jan 2010,PER,Peru,8.06,2.87,2.81,2.25,-21.61
Jan 2012,PER,Peru,10.00,2.69,3.71,2.38,-11.51
Jan 2013,PER,Peru,10.00,2.56,3.91,2.29,-10.54
Jan 2014,PER,Peru,10,2.81,3.56,2.16,-22.94
Jan 2015,PER,Peru,10,3.01,3.32,2.09,-30.60
Jan 2016,PER,Peru,10,3.42,2.93,2.0,-40.7
Jul 2009,PER,Peru,8.06,3.03,2.66,2.26,-25.46
Jul 2010,PER,Peru,10.00,2.83,3.54,2.68,-5.27
Jul 2011,PER,Peru,10.00,2.74,3.65,2.46,-10.14
Jul 2013,PER,Peru,10,2.78,3.59,2.19,-21.14
Jul 2014,PER,Peru,10,2.79,3.59,2.09,-25.20
Jul 2015,PER,Peru,10,3.18,3.14,2.09,-34.42
Jul 2016,PER,Peru,10,3.31,3.02,2.0,-40.0
Jun 2005,PER,Peru,8.99,3.25,2.76,2.94,-9.73
Jun 2007,PER,Peru,9.50,3.17,3.00,2.79,-12.03
Jun 2008,PER,Peru,9.50,2.84,3.35,2.66,-6.30
May 2004,PER,Peru,8.99,3.49,2.57,3.10,-11.17
May 2006,PER,Peru,9.50,3.26,2.91,3.06,-6.03
Apr 2001,PHL,Philippines,59.00,50.30,1.17,23.23,-53.82
Apr 2002,PHL,Philippines,65.00,51.00,1.28,26.10,-48.81
Apr 2003,PHL,Philippines,65.00,52.50,1.23,23.99,-54.31
Jan 2006,PHL,Philippines,82.00,52.58,1.56,26.03,-50.49
Jan 2007,PHL,Philippines,85.00,49.05,1.73,26.40,-46.18
Jan 2010,PHL,Philippines,101.52,45.92,2.21,28.36,-38.25
Jan 2012,PHL,Philippines,118.00,44.01,2.68,28.11,-36.11
Jan 2013,PHL,Philippines,118.00,40.60,2.91,27.02,-33.45
Jan 2014,PHL,Philippines,135,45.23,2.98,29.19,-35.45
Jan 2015,PHL,Philippines,163,44.41,3.67,34.03,-23.37
Jan 2016,PHL,Philippines,131,47.02,2.79,26.6,-43.5
Jul 2009,PHL,Philippines,99.39,48.39,2.05,27.84,-42.46
Jul 2010,PHL,Philippines,102.00,46.47,2.19,27.32,-41.21
Jul 2011,PHL,Philippines,118.00,42.41,2.78,29.03,-31.55
Jul 2012,PHL,Philippines,118.00,42.20,2.80,27.27,-35.39
Jul 2013,PHL,Philippines,115.21,43.44,2.65,25.28,-41.80
Jul 2014,PHL,Philippines,160,43.21,3.70,33.37,-22.77
Jul 2015,PHL,Philippines,163,45.21,3.61,34.03,-24.73
Jul 2016,PHL,Philippines,133,47.12,2.82,26.4,-44.0
Jun 2005,PHL,Philippines,80.00,54.55,1.47,26.14,-52.07
Jun 2007,PHL,Philippines,85.00,45.90,1.85,24.93,-45.69
Jun 2008,PHL,Philippines,87.00,44.49,1.96,24.37,-45.22
May 2004,PHL,Philippines,69.00,55.90,1.23,23.79,-57.44
May 2006,PHL,Philippines,85.00,52.63,1.62,27.42,-47.90
Apr 2000,POL,Poland,5.50,4.30,1.28,2.19,-49.04
Apr 2001,POL,Poland,5.90,4.03,1.46,2.32,-42.36
Apr 2002,POL,Poland,5.90,4.04,1.46,2.37,-41.35
Apr 2003,POL,Poland,6.30,3.89,1.56,2.32,-40.24
Jan 2006,POL,Poland,6.50,3.12,2.09,2.06,-33.76
Jan 2007,POL,Poland,6.90,2.97,2.32,2.14,-27.89
Jan 2010,POL,Poland,8.10,2.84,2.86,2.26,-20.21
Jan 2012,POL,Poland,9.10,3.52,2.58,2.17,-38.41
Jan 2013,POL,Poland,9.10,3.09,2.94,2.08,-32.61
Jan 2014,POL,Poland,9.2,3.07,3.00,1.99,-35.16
Jan 2015,POL,Poland,9.2,3.71,2.48,1.92,-48.18
Jan 2016,POL,Poland,10,4.05,2.37,1.9,-51.9
Jul 2009,POL,Poland,7.60,3.16,2.41,2.13,-32.53
Jul 2010,POL,Poland,8.30,3.20,2.60,2.22,-30.46
Jul 2011,POL,Poland,8.63,2.80,3.09,2.12,-24.09
Jul 2012,POL,Poland,9.10,3.46,2.63,2.10,-39.23
Jul 2013,POL,Poland,9.2,3.37,2.73,2.02,-40.01
Jul 2014,POL,Poland,9.2,3.07,3.00,1.92,-37.53
Jul 2015,POL,Poland,9.6,3.77,2.54,2.00,-46.89
Jul 2016,POL,Poland,10,3.97,2.42,1.9,-52.0
Jun 2005,POL,Poland,6.50,3.31,1.96,2.12,-35.82
Jun 2007,POL,Poland,6.90,2.75,2.51,2.02,-26.47
Jun 2008,POL,Poland,7.00,2.03,3.45,1.96,-3.48
May 2004,POL,Poland,6.30,3.87,1.63,2.17,-43.87
May 2006,POL,Poland,6.50,3.10,2.10,2.10,-32.34
Jan 2012,PRT,Portugal,2.90,0.79,3.68,0.69,-12.34
Jan 2013,PRT,Portugal,2.95,0.74,4.00,0.68,-8.34
Jan 2014,PRT,Portugal,3,0.74,4.07,0.65,-12.00
Jan 2015,PRT,Portugal,3,0.86,3.48,0.63,-27.43
Jan 2016,PRT,Portugal,3,0.93,3.23,0.6,-34.6
Jul 2011,PRT,Portugal,2.90,0.70,4.16,0.71,2.28
Jul 2012,PRT,Portugal,4.95,0.82,6.00,1.14,38.67
Jul 2013,PRT,Portugal,2.95,0.78,3.79,0.65,-16.76
Jul 2014,PRT,Portugal,3,0.74,4.04,0.63,-15.77
Jul 2015,PRT,Portugal,3,0.91,3.29,0.63,-31.38
Jul 2016,PRT,Portugal,3,0.91,3.36,0.6,-33.4
Apr 2000,RUS,Russia,39.50,28.50,1.39,15.74,-44.78
Apr 2001,RUS,Russia,35.00,28.90,1.21,13.78,-52.32
Apr 2002,RUS,Russia,39.00,31.20,1.25,15.66,-49.80
Apr 2003,RUS,Russia,41.00,31.10,1.31,15.13,-51.35
Jan 2006,RUS,Russia,46.00,28.67,1.60,14.60,-49.06
Jan 2007,RUS,Russia,49.00,26.53,1.85,15.22,-42.65
Jan 2010,RUS,Russia,70.00,29.93,2.34,19.55,-34.66
Jan 2012,RUS,Russia,81.00,31.77,2.55,19.30,-39.25
Jan 2013,RUS,Russia,72.88,30.05,2.43,16.69,-44.46
Jan 2014,RUS,Russia,89,33.94,2.62,19.25,-43.29
Jan 2015,RUS,Russia,89,65.23,1.36,18.58,-71.51
Jan 2016,RUS,Russia,114,74.66,1.53,23.1,-69.0
Jul 2009,RUS,Russia,67.00,32.80,2.04,18.77,-42.77
Jul 2010,RUS,Russia,71.00,30.44,2.33,19.02,-37.53
Jul 2011,RUS,Russia,75.00,27.75,2.70,18.45,-33.52
Jul 2012,RUS,Russia,75.00,32.77,2.29,17.33,-47.11
Jul 2013,RUS,Russia,87,32.94,2.64,19.09,-42.04
Jul 2014,RUS,Russia,89,34.84,2.55,18.56,-46.72
Jul 2015,RUS,Russia,107,56.82,1.88,22.34,-60.68
Jul 2016,RUS,Russia,130,63.41,2.05,25.8,-59.3
Jun 2005,RUS,Russia,42.00,28.41,1.48,13.73,-51.68
Jun 2007,RUS,Russia,52.00,25.65,2.03,15.25,-40.54
Jun 2008,RUS,Russia,59.00,23.23,2.54,16.53,-28.87
May 2004,RUS,Russia,42.00,29.00,1.45,14.48,-50.06
May 2006,RUS,Russia,48.00,27.06,1.77,15.48,-42.79
Jan 2007,SAU,Saudi Arabia,9.00,3.75,2.40,2.80,-25.45
Jan 2010,SAU,Saudi Arabia,10.00,3.75,2.67,2.79,-25.52
Jan 2012,SAU,Saudi Arabia,10.00,3.75,2.67,2.38,-36.47
Jan 2013,SAU,Saudi Arabia,11.00,3.75,2.93,2.52,-32.84
Jan 2014,SAU,Saudi Arabia,11,3.75,2.93,2.38,-36.57
Jan 2015,SAU,Saudi Arabia,11,3.76,2.93,2.30,-38.87
Jan 2016,SAU,Saudi Arabia,12,3.75,3.20,2.4,-35.2
Jul 2009,SAU,Saudi Arabia,11.00,3.75,2.93,3.08,-17.84
Jul 2010,SAU,Saudi Arabia,10.00,3.75,2.67,2.68,-28.58
Jul 2011,SAU,Saudi Arabia,10.00,3.75,2.67,2.46,-34.40
Jul 2012,SAU,Saudi Arabia,10.00,3.75,2.67,2.31,-38.38
Jul 2013,SAU,Saudi Arabia,10,3.75,2.67,2.19,-41.48
Jul 2014,SAU,Saudi Arabia,11,3.75,2.93,2.29,-38.83
Jul 2015,SAU,Saudi Arabia,12,3.75,3.20,2.51,-33.20
Jul 2016,SAU,Saudi Arabia,12,3.75,3.20,2.4,-36.5
Jun 2005,SAU,Saudi Arabia,9.00,3.75,2.40,2.94,-21.57
Jun 2007,SAU,Saudi Arabia,9.00,3.75,2.40,2.64,-29.63
Jun 2008,SAU,Saudi Arabia,10.00,3.75,2.67,2.80,-25.29
May 2004,SAU,Saudi Arabia,2.40,3.75,0.64,0.83,-77.93
May 2006,SAU,Saudi Arabia,9.00,3.75,2.40,2.90,-22.56
Apr 2000,ZAF,South Africa,9.00,6.72,1.34,3.59,-46.64
Apr 2001,ZAF,South Africa,9.70,8.13,1.19,3.82,-53.03
Apr 2002,ZAF,South Africa,9.70,10.90,0.87,3.90,-64.26
Apr 2003,ZAF,South Africa,13.95,7.56,1.74,5.15,-31.91
Jan 2006,ZAF,South Africa,13.95,6.08,2.29,4.43,-27.17
Jan 2007,ZAF,South Africa,15.50,7.11,2.18,4.81,-32.29
Jan 2010,ZAF,South Africa,17.95,7.30,2.46,5.01,-31.36
Jan 2012,ZAF,South Africa,19.95,8.13,2.45,4.75,-41.54
Jan 2013,ZAF,South Africa,20.90,9.05,2.31,4.79,-47.10
Jan 2014,ZAF,South Africa,23.5,10.88,2.16,5.08,-53.28
Jan 2015,ZAF,South Africa,25.5,11.48,2.22,5.32,-53.62
Jan 2016,ZAF,South Africa,28,15.81,1.77,5.7,-64.1
Jul 2009,ZAF,South Africa,17.95,8.28,2.17,5.03,-39.28
Jul 2010,ZAF,South Africa,18.45,7.54,2.45,4.94,-34.43
Jul 2011,ZAF,South Africa,19.45,6.77,2.87,4.78,-29.31
Jul 2012,ZAF,South Africa,19.95,8.47,2.36,4.61,-45.56
Jul 2013,ZAF,South Africa,22.5,10.05,2.24,4.94,-50.85
Jul 2014,ZAF,South Africa,24.5,10.51,2.33,5.11,-51.41
Jul 2015,ZAF,South Africa,26,12.41,2.09,5.43,-56.28
Jul 2016,ZAF,South Africa,30,14.27,2.10,6.0,-58.3
Jun 2005,ZAF,South Africa,13.95,6.65,2.10,4.56,-31.43
Jun 2007,ZAF,South Africa,15.50,6.97,2.22,4.55,-34.79
Jun 2008,ZAF,South Africa,16.95,7.56,2.24,4.75,-37.22
May 2004,ZAF,South Africa,12.40,6.66,1.86,4.28,-35.80
May 2006,ZAF,South Africa,13.95,6.60,2.11,4.50,-31.79
Apr 2000,KOR,South Korea,3000.00,1108.00,2.71,1195.22,7.87
Apr 2001,KOR,South Korea,3000.00,1325.00,2.27,1181.10,-10.86
Apr 2002,KOR,South Korea,3100.00,1304.00,2.36,1244.98,-4.53
Apr 2003,KOR,South Korea,3300.00,1220.00,2.63,1217.71,-0.19
Jan 2006,KOR,South Korea,2500.00,977.45,2.56,793.65,-18.80
Jan 2007,KOR,South Korea,2900.00,940.15,3.08,900.62,-4.20
Jan 2010,KOR,South Korea,3400.00,1140.50,2.98,949.72,-16.73
Jan 2012,KOR,South Korea,3700.00,1158.75,3.19,881.54,-23.92
Jan 2013,KOR,South Korea,3700.00,1085.48,3.41,847.19,-21.95
Jan 2014,KOR,South Korea,3700,1067.30,3.47,800.14,-25.03
Jan 2015,KOR,South Korea,4100,1083.30,3.78,855.95,-20.99
